x y
926.3633760953368 1291.2125592372004
704.0236291224853 995.7535213234354
699.6376458306039 995.4486329591422
110.81161710867714 1410.467851657646
1406.7841789854233 1117.4969542854797
1497.9562909824417 1495.498016403592
600.1641486377846 1179.6991400812944
685.1432522118537 990.2614877218027
206.76194521589363 794.6233055662171
1390.0967380143738 1102.4635573818111
401.61701619641053 705.3831923868668
514.1525554936622 590.5349282132493
91.66363875390434 1391.0646027106425
599.868209494087 1181.448756315857
1490.3332475544717 1501.1075640616255
595.7105387735377 1201.0267948256237
102.4561572166625 1381.961399162099
494.0715268345705 590.6623570781984
608.9836904117185 1188.3030173753784
386.111842477454 717.4632648631298
92.62071323412995 1413.084024974743
96.51177769440748 1394.2718892169323
906.0607420452202 1293.5980865942247
296.37231794842836 299.0303686059806
188.07340534133334 801.5406442840209
1396.2030899884294 1108.1103524882183
992.078656451259 491.2627699691526
78.86566773597703 1411.4097042068777
977.8283450215098 507.4785189530305
1495.497540836841 1498.37864834239
1518.2052343640858 1478.5382849971238
700.4907586626023 998.1141159855671
413.8993288981942 685.9278799511357
410.72381815563307 702.8002732550706
706.9577933358895 1000.3632536268861
907.21189926043 1311.690885948707
894.2297439213494 1304.9244493870865
506.5102250676293 597.7065188503676
503.5073175736107 598.1088567962029
187.14499090666064 806.9146298375654
489.2152174663152 595.5509581075
294.6516472465579 307.7561096860789
702.9883328646273 1004.2198102559329
994.0357575616054 494.1636180957942
606.5870838328108 1202.6365556744856
1394.54208617963 1090.4574079425827
496.00346049616746 592.5666908962671
396.6902521230773 700.6947357028141
885.5963640277707 1298.834443575366
1394.3954738824489 1088.9497728666074
1015.8742825237647 477.4330422858647
508.47312405793144 592.8391267427157
199.5153440859695 808.0305451879359
1401.5737790704488 1107.7631427590363
292.74706579774227 306.11903255229123
106.76485259890194 1422.3073701452831
698.9267249611352 991.4822571888855
200.77057732516874 800.3063698218313
306.11122323458767 299.6967561892514
696.064991039295 999.7607366846553
592.6975437795336 1211.9702993921032
912.3309596241868 1292.062647351924
912.9961570122595 1307.0259684171301
109.78553304814913 1404.7607079558434
695.6321880180665 988.6411450652026
207.97469415267156 795.7342042191359
1497.1867254628455 1504.424534142454
599.7296757161704 1200.8542056808371
384.44525004436997 694.847732557721
1502.0767386028194 1483.9142133373828
1388.9091221234414 1113.8342213417654
205.9783838580956 807.7362182843877
606.4747906527475 1209.9832688087165
694.5675657231156 1004.7399790592408
1405.9580920893031 1114.8841213524827
195.88867714492534 795.0649214191433
309.10143374667524 316.4628840879239
482.55141490900763 596.6897811949652
510.151597874888 588.7207289919764
992.4660387151639 498.77985720690003
988.5311670696951 514.4580878382184
1503.5472050845967 1477.1282737939077
197.93817805367829 801.1049789499618
299.63293522371544 314.1898735611007
318.6843312939422 285.6504603835297
79.25080684351109 1412.44325890319
510.1946119404331 618.2397563416342
295.34653291625153 321.3820623435984
1493.0304607461244 1483.9012506950255
1003.0592081010636 510.769321013549
609.8676335346981 1197.038903120161
403.948065296757 699.2812671489329
395.6821272716358 695.2004717110694
906.1973425563334 1304.1783263041607
80.52833197268862 1402.875331967541
900.2261156374951 1293.4184282587164
910.7935109415139 1298.7921865203411
413.4173432943106 712.9825446749928
1497.1660709340877 1494.6843790713262
1385.5496139365846 1096.306305958835
1002.1020584565614 501.3018398214656
307.11360883808027 300.4192308104248
1403.3703429520988 1083.7185870581254
296.4972996447722 319.4833018133292
1491.754770724956 1493.849211542303
997.2265213531492 494.3245786294096
1000.0104254537362 489.0178503507994
593.5228573884096 1197.2814872784918
195.61529438826327 801.8386659367153
386.39860999699823 703.3601239863012
